Sample	Unique Reads	Duplicate Reads
SRR5127724_1	21963112.0	9005630.0
SRR5127724_2	26988037.0	3980705.0
SRR5127725_1	10295452.0	1716391.0
SRR5127725_2	10933779.0	1078064.0
SRR5127726_1	12141809.0	2315434.0
SRR5127726_2	12150286.0	2306957.0
SRR5127727_1	13658039.0	2577912.0
SRR5127727_2	13712225.0	2523726.0
SRR5127728_1	15663933.0	4099984.0
SRR5127728_2	17276148.0	2487769.0
SRR5127729_1	12881896.0	3011722.0
SRR5127729_2	13993173.0	1900445.0
SRR5127730_1	12297475.0	3861678.0
SRR5127730_2	13961612.0	2197541.0
SRR5127731_1	12188850.0	2920856.0
SRR5127731_2	13622605.0	1487101.0
SRR5127732_1	12476836.0	4404702.0
SRR5127732_2	12543253.0	4338285.0
SRR5127733_1	15572667.0	3234770.0
SRR5127733_2	15748589.0	3058848.0
SRR5127734_1	25667261.0	8506265.0
SRR5127734_2	25715414.0	8458112.0
SRR5127735_1	9214264.0	2365401.0
SRR5127735_2	9243033.0	2336632.0
SRR5127736_1	7886204.0	1134521.0
SRR5127736_2	7955780.0	1064945.0
SRR5127737_1	16634352.0	3675823.0
SRR5127737_2	16869311.0	3440864.0
SRR5127738_1	13259010.0	2154569.0
SRR5127738_2	14111313.0	1302266.0
SRR5127739_1	7220922.0	1034843.0
SRR5127739_2	6932423.0	1323342.0
SRR5127740_1	10992431.0	1699067.0
SRR5127740_2	11625572.0	1065926.0
SRR5127741_1	10410534.0	2100781.0
SRR5127741_2	10473434.0	2037881.0
SRR5127742_1	8561607.0	2157185.0
SRR5127742_2	8662298.0	2056494.0
SRR5127743_1	13162254.0	3112966.0
SRR5127743_2	13338540.0	2936680.0
SRR5127744_1	11992764.0	1969348.0
SRR5127744_2	12001361.0	1960751.0
SRR5127745_1	13812420.0	4437089.0
SRR5127745_2	13675335.0	4574174.0
SRR5127746_1	2038672.0	392915.0
SRR5127746_2	2052845.0	378742.0
SRR5127747_1	16247491.0	4188007.0
SRR5127747_2	18790466.0	1645032.0
SRR5127748_1	12555627.0	1979958.0
SRR5127748_2	12618819.0	1916766.0
SRR5127749_1	11539133.0	2704709.0
SRR5127749_2	11604455.0	2639387.0
SRR5127750_1	12596757.0	1856887.0
SRR5127750_2	12602133.0	1851511.0
SRR5127751_1	18792183.0	5364791.0
SRR5127751_2	18684119.0	5472855.0
SRR5127752_1	12691012.0	1924998.0
SRR5127752_2	12800231.0	1815779.0
SRR5127753_1	14964278.0	4005791.0
SRR5127753_2	15113184.0	3856885.0
SRR5127754_1	18640952.0	6732376.0
SRR5127754_2	18894794.0	6478534.0
SRR5127755_1	10605176.0	2615200.0
SRR5127755_2	11534243.0	1686133.0
SRR5127756_1	11612785.0	1709021.0
SRR5127756_2	11576076.0	1745730.0
SRR5127757_1	12566994.0	2025719.0
SRR5127757_2	12637389.0	1955324.0
SRR5127758_1	13298840.0	2689683.0
SRR5127758_2	13417301.0	2571222.0
SRR5127759_1	10606241.0	3338410.0
SRR5127759_2	10606350.0	3338301.0
SRR5127760_1	14269012.0	3292793.0
SRR5127760_2	14467008.0	3094797.0
SRR5127761_1	8661332.0	1062742.0
SRR5127761_2	8490599.0	1233475.0
SRR5127762_1	11276109.0	3042274.0
SRR5127762_2	11353212.0	2965171.0
SRR5127763_1	9652254.0	1668412.0
SRR5127763_2	9544394.0	1776272.0
SRR5127764_1	11093131.0	1656152.0
SRR5127764_2	11130846.0	1618437.0
SRR5127765_1	9446335.0	1390948.0
SRR5127765_2	10193195.0	644088.0
SRR5127766_1	10951108.0	2501830.0
SRR5127766_2	10864869.0	2588069.0
SRR5127767_1	9919669.0	1304112.0
SRR5127767_2	10479044.0	744737.0
SRR5127768_1	11246827.0	1589288.0
SRR5127768_2	11034749.0	1801366.0
SRR5127769_1	6672482.0	628926.0
SRR5127769_2	6623092.0	678316.0
SRR5127770_1	12204406.0	2112120.0
SRR5127770_2	12292391.0	2024135.0
SRR5127771_1	13696353.0	3603189.0
SRR5127771_2	13765528.0	3534014.0
SRR5127772_1	18718425.0	4086587.0
SRR5127772_2	18792771.0	4012241.0
SRR5127773_1	11631883.0	2783538.0
SRR5127773_2	11639224.0	2776197.0
SRR5127774_1	13238759.0	2651246.0
SRR5127774_2	13346282.0	2543723.0
SRR5127775_1	10144905.0	1629186.0
SRR5127775_2	10004099.0	1769992.0
SRR5127776_1	10977132.0	4702727.0
SRR5127776_2	11046318.0	4633541.0
SRR5127777_1	10295566.0	2900352.0
SRR5127777_2	10358084.0	2837834.0
SRR5127778_1	11858467.0	1816193.0
SRR5127778_2	11920474.0	1754186.0
SRR5127779_1	10051657.0	1706771.0
SRR5127779_2	11118314.0	640114.0
SRR5127780_1	11287652.0	2284977.0
SRR5127780_2	12570658.0	1001971.0
SRR5127781_1	10072236.0	2007977.0
SRR5127781_2	10126639.0	1953574.0
SRR5127782_1	10252252.0	1755925.0
SRR5127782_2	10268037.0	1740140.0
SRR5127783_1	12184823.0	1811114.0
SRR5127783_2	12290038.0	1705899.0
SRR5127784_1	14782885.0	3181618.0
SRR5127784_2	14855094.0	3109409.0
SRR5127785_1	13659597.0	2996787.0
SRR5127785_2	13853769.0	2802615.0
SRR5127786_1	11149319.0	1933772.0
SRR5127786_2	12213791.0	869300.0
SRR5127787_1	11520377.0	2036717.0
SRR5127787_2	11656177.0	1900917.0
SRR5127788_1	11943358.0	2324419.0
SRR5127788_2	12055382.0	2212395.0
SRR5127789_1	6613924.0	2739363.0
SRR5127789_2	7434474.0	1918813.0
SRR5127790_1	7318664.0	1683808.0
SRR5127790_2	7944950.0	1057522.0
SRR5127791_1	15457240.0	3121422.0
SRR5127791_2	15697851.0	2880811.0
SRR5127792_1	9614312.0	1891317.0
SRR5127792_2	9658091.0	1847538.0
SRR5127793_1	12523644.0	2545221.0
SRR5127793_2	12564468.0	2504397.0
SRR5127794_1	10499919.0	1963835.0
SRR5127794_2	10521801.0	1941953.0
SRR5127795_1	12143480.0	2775476.0
SRR5127795_2	12306328.0	2612628.0
SRR5127796_1	18772679.0	5048710.0
SRR5127796_2	19084032.0	4737357.0
SRR5127797_1	15210575.0	4373517.0
SRR5127797_2	15267337.0	4316755.0
SRR5127798_1	14975566.0	2548265.0
SRR5127798_2	15134898.0	2388933.0
SRR5127799_1	13318388.0	2298451.0
SRR5127799_2	13377762.0	2239077.0
SRR5127800_1	10059678.0	1952100.0
SRR5127800_2	10124730.0	1887048.0
SRR5127801_1	11298200.0	3114148.0
SRR5127801_2	12383624.0	2028724.0
SRR5127802_1	11433255.0	1598395.0
SRR5127802_2	11202320.0	1829330.0
SRR5127803_1	10536640.0	1825825.0
SRR5127803_2	10619876.0	1742589.0
SRR5127804_1	9443067.0	1711336.0
SRR5127804_2	9516779.0	1637624.0
SRR5127805_1	7707181.0	1607386.0
SRR5127805_2	7364797.0	1949770.0
SRR5127806_1	10420727.0	1727510.0
SRR5127806_2	10476711.0	1671526.0
SRR5127807_1	17814495.0	4477433.0
SRR5127807_2	17991208.0	4300720.0
SRR5127808_1	6705659.0	926411.0
SRR5127808_2	7104515.0	527555.0
SRR5127809_1	10365927.0	1397315.0
SRR5127809_2	10432120.0	1331122.0
SRR5127810_1	11624105.0	2180502.0
SRR5127810_2	11664019.0	2140588.0
SRR5127811_1	11976425.0	3194267.0
SRR5127811_2	12231123.0	2939569.0
SRR5127812_1	12125728.0	2441617.0
SRR5127812_2	13374526.0	1192819.0
SRR5127813_1	10565659.0	1545010.0
SRR5127813_2	10617734.0	1492935.0
SRR5127814_1	10163028.0	1829455.0
SRR5127814_2	10150646.0	1841837.0
SRR5127815_1	9960630.0	2453785.0
SRR5127815_2	9996550.0	2417865.0
SRR5127816_1	11115535.0	2337442.0
SRR5127816_2	11144106.0	2308871.0
SRR5127817_1	14001437.0	2392950.0
SRR5127817_2	14125362.0	2269025.0
SRR5127818_1	13179889.0	2980609.0
SRR5127818_2	13350466.0	2810032.0
SRR5127819_1	9974202.0	2750391.0
SRR5127819_2	9982027.0	2742566.0
SRR5127820_1	8751482.0	1573442.0
SRR5127820_2	9472931.0	851993.0
SRR5127821_1	12788761.0	3795078.0
SRR5127821_2	12989076.0	3594763.0
SRR5127822_1	13496952.0	4178491.0
SRR5127822_2	14968179.0	2707264.0
SRR5127823_1	14548744.0	3319140.0
SRR5127823_2	14778291.0	3089593.0
SRR5127824_1	14172720.0	2729588.0
SRR5127824_2	14154733.0	2747575.0
SRR5127825_1	13872835.0	3874366.0
SRR5127825_2	14004313.0	3742888.0
SRR5127826_1	15374134.0	3314915.0
SRR5127826_2	15350066.0	3338983.0
SRR5127827_1	14619844.0	3563476.0
SRR5127827_2	14713997.0	3469323.0
SRR5127828_1	12894931.0	2331564.0
SRR5127828_2	12948734.0	2277761.0
SRR5127829_1	10002338.0	1568137.0
SRR5127829_2	9812527.0	1757948.0
SRR5127830_1	9761939.0	3175364.0
SRR5127830_2	11336127.0	1601176.0
SRR5127831_1	12155833.0	1675097.0
SRR5127831_2	12063450.0	1767480.0
SRR5127832_1	10172636.0	2833277.0
SRR5127832_2	10326425.0	2679488.0
SRR5127833_1	18237406.0	7660977.0
SRR5127833_2	23265217.0	2633166.0
SRR5127834_1	11558194.0	1855528.0
SRR5127834_2	11644082.0	1769640.0
SRR5127835_1	11511744.0	2597069.0
SRR5127835_2	13145396.0	963417.0
SRR5127836_1	10602569.0	2045602.0
SRR5127836_2	10571294.0	2076877.0
SRR5127837_1	10043594.0	2148409.0
SRR5127837_2	10078123.0	2113880.0
SRR5127838_1	15426098.0	4957373.0
SRR5127838_2	18409642.0	1973829.0
SRR5127839_1	12201939.0	3430874.0
SRR5127839_2	14230211.0	1402602.0
SRR5127840_1	15813691.0	4167219.0
SRR5127840_2	15845678.0	4135232.0
SRR5127841_1	11589139.0	1904500.0
SRR5127841_2	12782706.0	710933.0
SRR5127842_1	11750609.0	2308469.0
SRR5127842_2	11879407.0	2179671.0
SRR5127843_1	13847487.0	3737662.0
SRR5127843_2	13935854.0	3649295.0
SRR5127844_1	13888150.0	3824665.0
SRR5127844_2	14235645.0	3477170.0
SRR5127845_1	12117253.0	2620752.0
SRR5127845_2	12112644.0	2625361.0
SRR5127846_1	11895108.0	1866863.0
SRR5127846_2	12310126.0	1451845.0
SRR5127847_1	9190299.0	1067236.0
SRR5127847_2	9046785.0	1210750.0
SRR5127848_1	9791141.0	1601848.0
SRR5127848_2	9684060.0	1708929.0
SRR5127849_1	10572028.0	2230174.0
SRR5127849_2	10584670.0	2217532.0
SRR5127850_1	10810592.0	1527300.0
SRR5127850_2	11249783.0	1088109.0
SRR5127851_1	10458046.0	1685291.0
SRR5127851_2	10472084.0	1671253.0
SRR5127852_1	12318821.0	1768004.0
SRR5127852_2	12255282.0	1831543.0
SRR5127853_1	20188828.0	8867541.0
SRR5127853_2	20345802.0	8710567.0
SRR5127854_1	12000854.0	2215385.0
SRR5127854_2	12034262.0	2181977.0
SRR5127855_1	12593046.0	2327576.0
SRR5127855_2	13294697.0	1625925.0
SRR5127856_1	11030327.0	2574887.0
SRR5127856_2	11131698.0	2473516.0
SRR5127857_1	12934607.0	3982971.0
SRR5127857_2	13274423.0	3643155.0
SRR5127858_1	12798383.0	2356008.0
SRR5127858_2	13648290.0	1506101.0
SRR5127859_1	14798423.0	3176107.0
SRR5127859_2	14997912.0	2976618.0
SRR5127860_1	11962482.0	3517140.0
SRR5127860_2	11864672.0	3614950.0
SRR5127861_1	12571668.0	2232999.0
SRR5127861_2	13004734.0	1799933.0
SRR5127862_1	9862082.0	1644533.0
SRR5127862_2	10633809.0	872806.0
