Sample	Unique Reads	Duplicate Reads
SRR5127543_1_paired_fastp_fixedheaders_kneaddata_paired_2	17819569.0	4245968.0
SRR5127544_1_paired_fastp_fixedheaders_kneaddata_paired_1	20004290.0	5439414.0
SRR5127544_1_paired_fastp_fixedheaders_kneaddata_paired_2	20393422.0	5050282.0
SRR5127545_1_paired_fastp_fixedheaders_kneaddata_paired_1	15999653.0	3705458.0
SRR5127545_1_paired_fastp_fixedheaders_kneaddata_paired_2	16012914.0	3692197.0
SRR5127546_1_paired_fastp_fixedheaders_kneaddata_paired_1	11354930.0	1822753.0
SRR5127546_1_paired_fastp_fixedheaders_kneaddata_paired_2	11370364.0	1807319.0
SRR5127547_1_paired_fastp_fixedheaders_kneaddata_paired_1	7534221.0	833886.0
SRR5127547_1_paired_fastp_fixedheaders_kneaddata_paired_2	7570113.0	797994.0
SRR5127548_1_paired_fastp_fixedheaders_kneaddata_paired_1	12250215.0	1975416.0
SRR5127548_1_paired_fastp_fixedheaders_kneaddata_paired_2	12229135.0	1996496.0
SRR5127549_1_paired_fastp_fixedheaders_kneaddata_paired_1	10278320.0	1821043.0
SRR5127549_1_paired_fastp_fixedheaders_kneaddata_paired_2	10214317.0	1885046.0
SRR5127550_1_paired_fastp_fixedheaders_kneaddata_paired_1	7424221.0	942127.0
SRR5127550_1_paired_fastp_fixedheaders_kneaddata_paired_2	7349923.0	1016425.0
SRR5127551_1_paired_fastp_fixedheaders_kneaddata_paired_1	12834427.0	2757349.0
SRR5127551_1_paired_fastp_fixedheaders_kneaddata_paired_2	12950117.0	2641659.0
SRR5127552_1_paired_fastp_fixedheaders_kneaddata_paired_1	17875891.0	4513773.0
SRR5127552_1_paired_fastp_fixedheaders_kneaddata_paired_2	17818498.0	4571166.0
SRR5127553_1_paired_fastp_fixedheaders_kneaddata_paired_1	12428631.0	3128794.0
SRR5127553_1_paired_fastp_fixedheaders_kneaddata_paired_2	12441904.0	3115521.0
SRR5127554_1_paired_fastp_fixedheaders_kneaddata_paired_1	10973599.0	1592231.0
SRR5127554_1_paired_fastp_fixedheaders_kneaddata_paired_2	11031463.0	1534367.0
SRR5127555_1_paired_fastp_fixedheaders_kneaddata_paired_1	11337978.0	2272118.0
SRR5127555_1_paired_fastp_fixedheaders_kneaddata_paired_2	11408750.0	2201346.0
SRR5127556_1_paired_fastp_fixedheaders_kneaddata_paired_1	9344227.0	1625510.0
SRR5127556_1_paired_fastp_fixedheaders_kneaddata_paired_2	9473208.0	1496529.0
SRR5127557_1_paired_fastp_fixedheaders_kneaddata_paired_1	9675570.0	1494946.0
SRR5127557_1_paired_fastp_fixedheaders_kneaddata_paired_2	9768705.0	1401811.0
SRR5127558_1_paired_fastp_fixedheaders_kneaddata_paired_1	11168315.0	1719150.0
SRR5127558_1_paired_fastp_fixedheaders_kneaddata_paired_2	11132567.0	1754898.0
SRR5127559_1_paired_fastp_fixedheaders_kneaddata_paired_1	16972366.0	3532122.0
SRR5127559_1_paired_fastp_fixedheaders_kneaddata_paired_2	17044706.0	3459782.0
SRR5127560_1_paired_fastp_fixedheaders_kneaddata_paired_1	14677465.0	4610328.0
SRR5127560_1_paired_fastp_fixedheaders_kneaddata_paired_2	14784555.0	4503238.0
SRR5127561_1_paired_fastp_fixedheaders_kneaddata_paired_1	12148264.0	2118237.0
SRR5127561_1_paired_fastp_fixedheaders_kneaddata_paired_2	12012929.0	2253572.0
SRR5127562_1_paired_fastp_fixedheaders_kneaddata_paired_1	12234616.0	2587969.0
SRR5127562_1_paired_fastp_fixedheaders_kneaddata_paired_2	12388898.0	2433687.0
SRR5127563_1_paired_fastp_fixedheaders_kneaddata_paired_1	9891433.0	1531136.0
SRR5127563_1_paired_fastp_fixedheaders_kneaddata_paired_2	10008514.0	1414055.0
SRR5127564_1_paired_fastp_fixedheaders_kneaddata_paired_1	12535058.0	1859283.0
SRR5127564_1_paired_fastp_fixedheaders_kneaddata_paired_2	12573637.0	1820704.0
SRR5127565_1_paired_fastp_fixedheaders_kneaddata_paired_1	11613897.0	2895415.0
SRR5127565_1_paired_fastp_fixedheaders_kneaddata_paired_2	11685599.0	2823713.0
SRR5127566_1_paired_fastp_fixedheaders_kneaddata_paired_1	17279175.0	4230460.0
SRR5127566_1_paired_fastp_fixedheaders_kneaddata_paired_2	17246416.0	4263219.0
SRR5127567_1_paired_fastp_fixedheaders_kneaddata_paired_1	17597111.0	3902863.0
SRR5127567_1_paired_fastp_fixedheaders_kneaddata_paired_2	17604259.0	3895715.0
SRR5127568_1_paired_fastp_fixedheaders_kneaddata_paired_1	13725019.0	4087783.0
SRR5127568_1_paired_fastp_fixedheaders_kneaddata_paired_2	13818354.0	3994448.0
SRR5127569_1_paired_fastp_fixedheaders_kneaddata_paired_1	7270533.0	870720.0
SRR5127569_1_paired_fastp_fixedheaders_kneaddata_paired_2	7284375.0	856878.0
SRR5127570_1_paired_fastp_fixedheaders_kneaddata_paired_1	9171668.0	1329035.0
SRR5127570_1_paired_fastp_fixedheaders_kneaddata_paired_2	9253964.0	1246739.0
SRR5127571_1_paired_fastp_fixedheaders_kneaddata_paired_1	19187965.0	6158636.0
SRR5127571_1_paired_fastp_fixedheaders_kneaddata_paired_2	19161636.0	6184965.0
SRR5127572_1_paired_fastp_fixedheaders_kneaddata_paired_1	8925507.0	1058869.0
SRR5127572_1_paired_fastp_fixedheaders_kneaddata_paired_2	8761030.0	1223346.0
SRR5127573_1_paired_fastp_fixedheaders_kneaddata_paired_1	8935846.0	1615823.0
SRR5127573_1_paired_fastp_fixedheaders_kneaddata_paired_2	9033344.0	1518325.0
SRR5127574_1_paired_fastp_fixedheaders_kneaddata_paired_1	9787683.0	2005408.0
SRR5127574_1_paired_fastp_fixedheaders_kneaddata_paired_2	9786102.0	2006989.0
SRR5127575_1_paired_fastp_fixedheaders_kneaddata_paired_1	14968655.0	2528274.0
SRR5127575_1_paired_fastp_fixedheaders_kneaddata_paired_2	15046015.0	2450914.0
SRR5127576_1_paired_fastp_fixedheaders_kneaddata_paired_1	10257389.0	1971140.0
SRR5127576_1_paired_fastp_fixedheaders_kneaddata_paired_2	10070604.0	2157925.0
SRR5127577_1_paired_fastp_fixedheaders_kneaddata_paired_1	8242031.0	997075.0
SRR5127577_1_paired_fastp_fixedheaders_kneaddata_paired_2	8289184.0	949922.0
SRR5127578_1_paired_fastp_fixedheaders_kneaddata_paired_1	12370867.0	2568838.0
SRR5127578_1_paired_fastp_fixedheaders_kneaddata_paired_2	12450649.0	2489056.0
SRR5127579_1_paired_fastp_fixedheaders_kneaddata_paired_1	9836743.0	1552669.0
SRR5127579_1_paired_fastp_fixedheaders_kneaddata_paired_2	9861289.0	1528123.0
SRR5127580_1_paired_fastp_fixedheaders_kneaddata_paired_1	11165186.0	1245219.0
SRR5127580_1_paired_fastp_fixedheaders_kneaddata_paired_2	11148200.0	1262205.0
SRR5127581_1_paired_fastp_fixedheaders_kneaddata_paired_1	9899747.0	1402739.0
SRR5127581_1_paired_fastp_fixedheaders_kneaddata_paired_2	9939782.0	1362704.0
SRR5127582_1_paired_fastp_fixedheaders_kneaddata_paired_1	6450979.0	756089.0
SRR5127582_1_paired_fastp_fixedheaders_kneaddata_paired_2	6423894.0	783174.0
SRR5127583_1_paired_fastp_fixedheaders_kneaddata_paired_1	9681616.0	1402463.0
SRR5127583_1_paired_fastp_fixedheaders_kneaddata_paired_2	9673156.0	1410923.0
SRR5127584_1_paired_fastp_fixedheaders_kneaddata_paired_1	7834231.0	2635847.0
SRR5127584_1_paired_fastp_fixedheaders_kneaddata_paired_2	7538962.0	2931116.0
SRR5127585_1_paired_fastp_fixedheaders_kneaddata_paired_1	12046664.0	1874928.0
SRR5127585_1_paired_fastp_fixedheaders_kneaddata_paired_2	12078715.0	1842877.0
SRR5127586_1_paired_fastp_fixedheaders_kneaddata_paired_1	12990950.0	2017563.0
SRR5127586_1_paired_fastp_fixedheaders_kneaddata_paired_2	13060303.0	1948210.0
SRR5127587_1_paired_fastp_fixedheaders_kneaddata_paired_1	12103821.0	1766924.0
SRR5127587_1_paired_fastp_fixedheaders_kneaddata_paired_2	12085936.0	1784809.0
SRR5127588_1_paired_fastp_fixedheaders_kneaddata_paired_1	11038338.0	1193349.0
SRR5127588_1_paired_fastp_fixedheaders_kneaddata_paired_2	11063666.0	1168021.0
SRR5127589_1_paired_fastp_fixedheaders_kneaddata_paired_1	12393318.0	3488612.0
SRR5127589_1_paired_fastp_fixedheaders_kneaddata_paired_2	12403755.0	3478175.0
SRR5127590_1_paired_fastp_fixedheaders_kneaddata_paired_1	11190008.0	1990741.0
SRR5127590_1_paired_fastp_fixedheaders_kneaddata_paired_2	11236993.0	1943756.0
SRR5127591_1_paired_fastp_fixedheaders_kneaddata_paired_1	11360471.0	2312250.0
SRR5127591_1_paired_fastp_fixedheaders_kneaddata_paired_2	11460716.0	2212005.0
SRR5127592_1_paired_fastp_fixedheaders_kneaddata_paired_1	13074786.0	2281332.0
SRR5127592_1_paired_fastp_fixedheaders_kneaddata_paired_2	13151662.0	2204456.0
SRR5127593_1_paired_fastp_fixedheaders_kneaddata_paired_1	9425075.0	1384560.0
SRR5127593_1_paired_fastp_fixedheaders_kneaddata_paired_2	9427815.0	1381820.0
SRR5127594_1_paired_fastp_fixedheaders_kneaddata_paired_1	11396747.0	1711802.0
SRR5127594_1_paired_fastp_fixedheaders_kneaddata_paired_2	11330196.0	1778353.0
SRR5127595_1_paired_fastp_fixedheaders_kneaddata_paired_1	8653343.0	1240372.0
SRR5127595_1_paired_fastp_fixedheaders_kneaddata_paired_2	8696834.0	1196881.0
SRR5127596_1_paired_fastp_fixedheaders_kneaddata_paired_1	8056109.0	1079834.0
SRR5127596_1_paired_fastp_fixedheaders_kneaddata_paired_2	7890017.0	1245926.0
SRR5127597_1_paired_fastp_fixedheaders_kneaddata_paired_1	12740420.0	2996206.0
SRR5127597_1_paired_fastp_fixedheaders_kneaddata_paired_2	12763091.0	2973535.0
SRR5127598_1_paired_fastp_fixedheaders_kneaddata_paired_1	13518413.0	2821318.0
SRR5127598_1_paired_fastp_fixedheaders_kneaddata_paired_2	13577106.0	2762625.0
SRR5127599_1_paired_fastp_fixedheaders_kneaddata_paired_1	17797732.0	5138280.0
SRR5127599_1_paired_fastp_fixedheaders_kneaddata_paired_2	17648505.0	5287507.0
SRR5127600_1_paired_fastp_fixedheaders_kneaddata_paired_1	10791448.0	2691136.0
SRR5127600_1_paired_fastp_fixedheaders_kneaddata_paired_2	10982428.0	2500156.0
SRR5127601_1_paired_fastp_fixedheaders_kneaddata_paired_1	13529345.0	3547710.0
SRR5127601_1_paired_fastp_fixedheaders_kneaddata_paired_2	13438534.0	3638521.0
SRR5127602_1_paired_fastp_fixedheaders_kneaddata_paired_1	9200611.0	1616996.0
SRR5127602_1_paired_fastp_fixedheaders_kneaddata_paired_2	9193296.0	1624311.0
SRR5127603_1_paired_fastp_fixedheaders_kneaddata_paired_1	13172166.0	2600716.0
SRR5127603_1_paired_fastp_fixedheaders_kneaddata_paired_2	13079793.0	2693089.0
SRR5127604_1_paired_fastp_fixedheaders_kneaddata_paired_1	9651786.0	1621308.0
SRR5127604_1_paired_fastp_fixedheaders_kneaddata_paired_2	9756797.0	1516297.0
SRR5127605_1_paired_fastp_fixedheaders_kneaddata_paired_1	11695478.0	2187903.0
SRR5127605_1_paired_fastp_fixedheaders_kneaddata_paired_2	11716770.0	2166611.0
SRR5127606_1_paired_fastp_fixedheaders_kneaddata_paired_1	7519970.0	985335.0
SRR5127606_1_paired_fastp_fixedheaders_kneaddata_paired_2	7519755.0	985550.0
SRR5127607_1_paired_fastp_fixedheaders_kneaddata_paired_1	12103610.0	1655891.0
SRR5127607_1_paired_fastp_fixedheaders_kneaddata_paired_2	12158314.0	1601187.0
SRR5127608_1_paired_fastp_fixedheaders_kneaddata_paired_1	17094391.0	4262392.0
SRR5127608_1_paired_fastp_fixedheaders_kneaddata_paired_2	17398243.0	3958540.0
SRR5127609_1_paired_fastp_fixedheaders_kneaddata_paired_1	12800874.0	2335956.0
SRR5127609_1_paired_fastp_fixedheaders_kneaddata_paired_2	12790318.0	2346512.0
SRR5127610_1_paired_fastp_fixedheaders_kneaddata_paired_1	7803057.0	1029730.0
SRR5127610_1_paired_fastp_fixedheaders_kneaddata_paired_2	7873751.0	959036.0
SRR5127611_1_paired_fastp_fixedheaders_kneaddata_paired_1	13746238.0	3358762.0
SRR5127611_1_paired_fastp_fixedheaders_kneaddata_paired_2	13773197.0	3331803.0
SRR5127612_1_paired_fastp_fixedheaders_kneaddata_paired_1	8359021.0	1862190.0
SRR5127612_1_paired_fastp_fixedheaders_kneaddata_paired_2	8295875.0	1925336.0
SRR5127613_1_paired_fastp_fixedheaders_kneaddata_paired_1	8764826.0	1348118.0
SRR5127613_1_paired_fastp_fixedheaders_kneaddata_paired_2	8863949.0	1248995.0
SRR5127614_1_paired_fastp_fixedheaders_kneaddata_paired_1	14135118.0	3285805.0
SRR5127614_1_paired_fastp_fixedheaders_kneaddata_paired_2	14129768.0	3291155.0
SRR5127615_1_paired_fastp_fixedheaders_kneaddata_paired_1	13684648.0	2285092.0
SRR5127615_1_paired_fastp_fixedheaders_kneaddata_paired_2	13779279.0	2190461.0
SRR5127616_1_paired_fastp_fixedheaders_kneaddata_paired_1	8795351.0	1180988.0
SRR5127616_1_paired_fastp_fixedheaders_kneaddata_paired_2	8841826.0	1134513.0
SRR5127617_1_paired_fastp_fixedheaders_kneaddata_paired_1	13624649.0	2598905.0
SRR5127617_1_paired_fastp_fixedheaders_kneaddata_paired_2	13563309.0	2660245.0
SRR5127618_1_paired_fastp_fixedheaders_kneaddata_paired_1	12039921.0	2335254.0
SRR5127618_1_paired_fastp_fixedheaders_kneaddata_paired_2	12142852.0	2232323.0
SRR5127619_1_paired_fastp_fixedheaders_kneaddata_paired_1	10384896.0	1504244.0
SRR5127619_1_paired_fastp_fixedheaders_kneaddata_paired_2	10424028.0	1465112.0
SRR5127620_1_paired_fastp_fixedheaders_kneaddata_paired_1	11813630.0	2067126.0
SRR5127620_1_paired_fastp_fixedheaders_kneaddata_paired_2	11848927.0	2031829.0
SRR5127621_1_paired_fastp_fixedheaders_kneaddata_paired_1	13728030.0	2018333.0
SRR5127621_1_paired_fastp_fixedheaders_kneaddata_paired_2	13778132.0	1968231.0
SRR5127622_1_paired_fastp_fixedheaders_kneaddata_paired_1	6887463.0	699604.0
SRR5127622_1_paired_fastp_fixedheaders_kneaddata_paired_2	6865521.0	721546.0
SRR5127623_1_paired_fastp_fixedheaders_kneaddata_paired_1	16013639.0	6141325.0
SRR5127623_1_paired_fastp_fixedheaders_kneaddata_paired_2	16174076.0	5980888.0
SRR5127624_1_paired_fastp_fixedheaders_kneaddata_paired_1	12090181.0	2570158.0
SRR5127624_1_paired_fastp_fixedheaders_kneaddata_paired_2	12094675.0	2565664.0
SRR5127625_1_paired_fastp_fixedheaders_kneaddata_paired_1	8913311.0	1288387.0
SRR5127625_1_paired_fastp_fixedheaders_kneaddata_paired_2	8971837.0	1229861.0
SRR5127626_1_paired_fastp_fixedheaders_kneaddata_paired_1	5852784.0	579453.0
SRR5127626_1_paired_fastp_fixedheaders_kneaddata_paired_2	5807765.0	624472.0
SRR5127627_1_paired_fastp_fixedheaders_kneaddata_paired_1	9849077.0	2201408.0
SRR5127627_1_paired_fastp_fixedheaders_kneaddata_paired_2	9683186.0	2367299.0
SRR5127628_1_paired_fastp_fixedheaders_kneaddata_paired_1	12734076.0	2267860.0
SRR5127628_1_paired_fastp_fixedheaders_kneaddata_paired_2	12775626.0	2226310.0
SRR5127629_1_paired_fastp_fixedheaders_kneaddata_paired_1	9777083.0	2474007.0
SRR5127629_1_paired_fastp_fixedheaders_kneaddata_paired_2	9678755.0	2572335.0
SRR5127630_1_paired_fastp_fixedheaders_kneaddata_paired_1	7758840.0	1087679.0
SRR5127630_1_paired_fastp_fixedheaders_kneaddata_paired_2	7729455.0	1117064.0
SRR5127631_1_paired_fastp_fixedheaders_kneaddata_paired_1	19756949.0	6780777.0
SRR5127631_1_paired_fastp_fixedheaders_kneaddata_paired_2	20261664.0	6276062.0
SRR5127632_1_paired_fastp_fixedheaders_kneaddata_paired_1	13115449.0	3033946.0
SRR5127632_1_paired_fastp_fixedheaders_kneaddata_paired_2	13045857.0	3103538.0
SRR5127633_1_paired_fastp_fixedheaders_kneaddata_paired_1	12839588.0	1450123.0
SRR5127633_1_paired_fastp_fixedheaders_kneaddata_paired_2	12785103.0	1504608.0
SRR5127634_1_paired_fastp_fixedheaders_kneaddata_paired_1	6267760.0	809923.0
SRR5127634_1_paired_fastp_fixedheaders_kneaddata_paired_2	6263840.0	813843.0
SRR5127635_1_paired_fastp_fixedheaders_kneaddata_paired_1	9670349.0	2293377.0
SRR5127635_1_paired_fastp_fixedheaders_kneaddata_paired_2	9850374.0	2113352.0
SRR5127636_1_paired_fastp_fixedheaders_kneaddata_paired_1	16157666.0	3341503.0
SRR5127636_1_paired_fastp_fixedheaders_kneaddata_paired_2	16227263.0	3271906.0
SRR5127637_1_paired_fastp_fixedheaders_kneaddata_paired_1	11730688.0	1828266.0
SRR5127637_1_paired_fastp_fixedheaders_kneaddata_paired_2	11752917.0	1806037.0
SRR5127638_1_paired_fastp_fixedheaders_kneaddata_paired_1	10176451.0	1705913.0
SRR5127638_1_paired_fastp_fixedheaders_kneaddata_paired_2	10222629.0	1659735.0
SRR5127639_1_paired_fastp_fixedheaders_kneaddata_paired_1	10260983.0	1470345.0
SRR5127639_1_paired_fastp_fixedheaders_kneaddata_paired_2	10379478.0	1351850.0
SRR5127640_1_paired_fastp_fixedheaders_kneaddata_paired_1	14230038.0	3294594.0
SRR5127640_1_paired_fastp_fixedheaders_kneaddata_paired_2	14188259.0	3336373.0
SRR5127641_1_paired_fastp_fixedheaders_kneaddata_paired_1	11103128.0	1871762.0
SRR5127641_1_paired_fastp_fixedheaders_kneaddata_paired_2	10995239.0	1979651.0
SRR5127642_1_paired_fastp_fixedheaders_kneaddata_paired_1	9840435.0	1655926.0
SRR5127642_1_paired_fastp_fixedheaders_kneaddata_paired_2	9971108.0	1525253.0
SRR5127643_1_paired_fastp_fixedheaders_kneaddata_paired_1	12478589.0	2586710.0
SRR5127643_1_paired_fastp_fixedheaders_kneaddata_paired_2	12484156.0	2581143.0
SRR5127644_1_paired_fastp_fixedheaders_kneaddata_paired_1	13550960.0	2817372.0
SRR5127644_1_paired_fastp_fixedheaders_kneaddata_paired_2	13553652.0	2814680.0
SRR5127645_1_paired_fastp_fixedheaders_kneaddata_paired_1	13077305.0	2692436.0
SRR5127645_1_paired_fastp_fixedheaders_kneaddata_paired_2	13167378.0	2602363.0
SRR5127646_1_paired_fastp_fixedheaders_kneaddata_paired_1	12486407.0	2202777.0
SRR5127646_1_paired_fastp_fixedheaders_kneaddata_paired_2	12462667.0	2226517.0
SRR5127647_1_paired_fastp_fixedheaders_kneaddata_paired_1	10170765.0	1397622.0
SRR5127647_1_paired_fastp_fixedheaders_kneaddata_paired_2	10174880.0	1393507.0
SRR5127648_1_paired_fastp_fixedheaders_kneaddata_paired_1	9291486.0	1469765.0
SRR5127648_1_paired_fastp_fixedheaders_kneaddata_paired_2	9327288.0	1433963.0
SRR5127649_1_paired_fastp_fixedheaders_kneaddata_paired_1	15801447.0	4481897.0
SRR5127649_1_paired_fastp_fixedheaders_kneaddata_paired_2	16106433.0	4176911.0
SRR5127650_1_paired_fastp_fixedheaders_kneaddata_paired_1	9409991.0	1781687.0
SRR5127650_1_paired_fastp_fixedheaders_kneaddata_paired_2	9526987.0	1664691.0
SRR5127651_1_paired_fastp_fixedheaders_kneaddata_paired_1	11543111.0	2117928.0
SRR5127651_1_paired_fastp_fixedheaders_kneaddata_paired_2	11541742.0	2119297.0
SRR5127652_1_paired_fastp_fixedheaders_kneaddata_paired_1	11231161.0	1958094.0
SRR5127652_1_paired_fastp_fixedheaders_kneaddata_paired_2	11160316.0	2028939.0
SRR5127653_1_paired_fastp_fixedheaders_kneaddata_paired_1	10124918.0	1620519.0
SRR5127653_1_paired_fastp_fixedheaders_kneaddata_paired_2	10266846.0	1478591.0
SRR5127654_1_paired_fastp_fixedheaders_kneaddata_paired_1	9423164.0	1419278.0
SRR5127654_1_paired_fastp_fixedheaders_kneaddata_paired_2	9386565.0	1455877.0
SRR5127655_1_paired_fastp_fixedheaders_kneaddata_paired_1	12770174.0	1673175.0
SRR5127655_1_paired_fastp_fixedheaders_kneaddata_paired_2	12711174.0	1732175.0
SRR5127656_1_paired_fastp_fixedheaders_kneaddata_paired_1	8719862.0	1286738.0
SRR5127656_1_paired_fastp_fixedheaders_kneaddata_paired_2	8769060.0	1237540.0
SRR5127657_1_paired_fastp_fixedheaders_kneaddata_paired_1	15161449.0	4524731.0
SRR5127657_1_paired_fastp_fixedheaders_kneaddata_paired_2	15051286.0	4634894.0
SRR5127658_1_paired_fastp_fixedheaders_kneaddata_paired_1	17490140.0	4445483.0
SRR5127658_1_paired_fastp_fixedheaders_kneaddata_paired_2	16941233.0	4994390.0
SRR5127659_1_paired_fastp_fixedheaders_kneaddata_paired_1	9401344.0	1342326.0
SRR5127659_1_paired_fastp_fixedheaders_kneaddata_paired_2	9452443.0	1291227.0
SRR5127660_1_paired_fastp_fixedheaders_kneaddata_paired_1	11823507.0	1795402.0
SRR5127660_1_paired_fastp_fixedheaders_kneaddata_paired_2	11897639.0	1721270.0
SRR5127661_1_paired_fastp_fixedheaders_kneaddata_paired_1	11084020.0	1700241.0
SRR5127661_1_paired_fastp_fixedheaders_kneaddata_paired_2	11114756.0	1669505.0
SRR5127662_1_paired_fastp_fixedheaders_kneaddata_paired_1	18550774.0	6599005.0
SRR5127662_1_paired_fastp_fixedheaders_kneaddata_paired_2	19022470.0	6127309.0
SRR5127663_1_paired_fastp_fixedheaders_kneaddata_paired_1	11126265.0	1815569.0
SRR5127663_1_paired_fastp_fixedheaders_kneaddata_paired_2	11135687.0	1806147.0
SRR5127664_1_paired_fastp_fixedheaders_kneaddata_paired_1	16113693.0	3805792.0
SRR5127664_1_paired_fastp_fixedheaders_kneaddata_paired_2	16167364.0	3752121.0
SRR5127665_1_paired_fastp_fixedheaders_kneaddata_paired_1	10412735.0	3419595.0
SRR5127665_1_paired_fastp_fixedheaders_kneaddata_paired_2	10427009.0	3405321.0
SRR5127666_1_paired_fastp_fixedheaders_kneaddata_paired_1	18487067.0	6108841.0
SRR5127666_1_paired_fastp_fixedheaders_kneaddata_paired_2	18950520.0	5645388.0
SRR5127667_1_paired_fastp_fixedheaders_kneaddata_paired_1	11076918.0	1658703.0
SRR5127667_1_paired_fastp_fixedheaders_kneaddata_paired_2	11089193.0	1646428.0
SRR5127668_1_paired_fastp_fixedheaders_kneaddata_paired_1	9655687.0	1413266.0
SRR5127668_1_paired_fastp_fixedheaders_kneaddata_paired_2	9684861.0	1384092.0
SRR5127669_1_paired_fastp_fixedheaders_kneaddata_paired_1	8429648.0	1286816.0
SRR5127669_1_paired_fastp_fixedheaders_kneaddata_paired_2	8473579.0	1242885.0
SRR5127670_1_paired_fastp_fixedheaders_kneaddata_paired_1	14531192.0	3348512.0
SRR5127670_1_paired_fastp_fixedheaders_kneaddata_paired_2	14568585.0	3311119.0
SRR5127671_1_paired_fastp_fixedheaders_kneaddata_paired_1	11453889.0	1995255.0
SRR5127671_1_paired_fastp_fixedheaders_kneaddata_paired_2	11370976.0	2078168.0
SRR5127672_1_paired_fastp_fixedheaders_kneaddata_paired_1	13610680.0	3048847.0
SRR5127672_1_paired_fastp_fixedheaders_kneaddata_paired_2	13658967.0	3000560.0
SRR5127673_1_paired_fastp_fixedheaders_kneaddata_paired_1	9184035.0	1151258.0
SRR5127673_1_paired_fastp_fixedheaders_kneaddata_paired_2	9034637.0	1300656.0
SRR5127674_1_paired_fastp_fixedheaders_kneaddata_paired_1	12243365.0	3071050.0
SRR5127674_1_paired_fastp_fixedheaders_kneaddata_paired_2	12442038.0	2872377.0
SRR5127675_1_paired_fastp_fixedheaders_kneaddata_paired_1	13578075.0	3340780.0
SRR5127675_1_paired_fastp_fixedheaders_kneaddata_paired_2	13569213.0	3349642.0
SRR5127676_1_paired_fastp_fixedheaders_kneaddata_paired_1	12661657.0	3014294.0
SRR5127676_1_paired_fastp_fixedheaders_kneaddata_paired_2	12649116.0	3026835.0
SRR5127677_1_paired_fastp_fixedheaders_kneaddata_paired_1	7363633.0	890330.0
SRR5127677_1_paired_fastp_fixedheaders_kneaddata_paired_2	7347269.0	906694.0
SRR5127678_1_paired_fastp_fixedheaders_kneaddata_paired_1	13360562.0	2484122.0
SRR5127678_1_paired_fastp_fixedheaders_kneaddata_paired_2	13387714.0	2456970.0
SRR5127679_1_paired_fastp_fixedheaders_kneaddata_paired_1	8752846.0	1390359.0
SRR5127679_1_paired_fastp_fixedheaders_kneaddata_paired_2	8830537.0	1312668.0
SRR5127680_1_paired_fastp_fixedheaders_kneaddata_paired_1	10220385.0	3210091.0
SRR5127680_1_paired_fastp_fixedheaders_kneaddata_paired_2	10266897.0	3163579.0
SRR5127681_1_paired_fastp_fixedheaders_kneaddata_paired_1	10590609.0	1801518.0
SRR5127681_1_paired_fastp_fixedheaders_kneaddata_paired_2	10713815.0	1678312.0
SRR5127682_1_paired_fastp_fixedheaders_kneaddata_paired_1	10941651.0	1574114.0
SRR5127682_1_paired_fastp_fixedheaders_kneaddata_paired_2	10907851.0	1607914.0
SRR5127683_1_paired_fastp_fixedheaders_kneaddata_paired_1	12452919.0	2694595.0
SRR5127683_1_paired_fastp_fixedheaders_kneaddata_paired_2	12492464.0	2655050.0
SRR5127684_1_paired_fastp_fixedheaders_kneaddata_paired_1	13058186.0	4046110.0
SRR5127684_1_paired_fastp_fixedheaders_kneaddata_paired_2	13101815.0	4002481.0
SRR5127685_1_paired_fastp_fixedheaders_kneaddata_paired_1	12002409.0	1942089.0
SRR5127685_1_paired_fastp_fixedheaders_kneaddata_paired_2	11964509.0	1979989.0
SRR5127686_1_paired_fastp_fixedheaders_kneaddata_paired_1	13049497.0	3123427.0
SRR5127686_1_paired_fastp_fixedheaders_kneaddata_paired_2	13127907.0	3045017.0
SRR5127687_1_paired_fastp_fixedheaders_kneaddata_paired_1	10750750.0	1638977.0
SRR5127687_1_paired_fastp_fixedheaders_kneaddata_paired_2	10723486.0	1666241.0
SRR5127688_1_paired_fastp_fixedheaders_kneaddata_paired_1	9239288.0	1365780.0
SRR5127688_1_paired_fastp_fixedheaders_kneaddata_paired_2	9159416.0	1445652.0
SRR5127689_1_paired_fastp_fixedheaders_kneaddata_paired_1	13718503.0	3478770.0
SRR5127689_1_paired_fastp_fixedheaders_kneaddata_paired_2	13664770.0	3532503.0
SRR5127690_1_paired_fastp_fixedheaders_kneaddata_paired_1	8966377.0	1490512.0
SRR5127690_1_paired_fastp_fixedheaders_kneaddata_paired_2	8999474.0	1457415.0
SRR5127691_1_paired_fastp_fixedheaders_kneaddata_paired_1	13939026.0	3216615.0
SRR5127691_1_paired_fastp_fixedheaders_kneaddata_paired_2	14060785.0	3094856.0
SRR5127692_1_paired_fastp_fixedheaders_kneaddata_paired_1	13402449.0	2223566.0
SRR5127692_1_paired_fastp_fixedheaders_kneaddata_paired_2	13358441.0	2267574.0
SRR5127693_1_paired_fastp_fixedheaders_kneaddata_paired_1	10941466.0	2242656.0
SRR5127693_1_paired_fastp_fixedheaders_kneaddata_paired_2	11083627.0	2100495.0
SRR5127694_1_paired_fastp_fixedheaders_kneaddata_paired_1	11557793.0	1995902.0
SRR5127694_1_paired_fastp_fixedheaders_kneaddata_paired_2	11577070.0	1976625.0
SRR5127695_1_paired_fastp_fixedheaders_kneaddata_paired_1	15352056.0	5176385.0
